9.525420443737655507e-01	7.071162209058479142e-02	5.418790535284974119e-01	1.000000000000000000e+00
8.142459209113926955e-01	9.933506602654034179e-01	1.294990340999400136e-01	0.000000000000000000e+00
1.424422234929808573e-01	8.108567576433717283e-01	2.176013350295572524e-01	0.000000000000000000e+00
7.286238172955643577e-01	6.978414682679986436e-01	2.780132009478682997e-01	0.000000000000000000e+00
1.628808670078704113e-01	1.932183657424380030e-02	9.694662876598451051e-01	1.000000000000000000e+00
7.833039948712995360e-01	7.025506756065987846e-01	7.419998254584934116e-01	0.000000000000000000e+00
4.940260212310183530e-01	1.717941912017296735e-01	6.931475109932124790e-01	1.000000000000000000e+00
6.027187070644948186e-01	6.114603960067709343e-01	9.656603645818766513e-01	0.000000000000000000e+00
7.715913979117124954e-01	5.808827761145706203e-01	8.628050568243098573e-01	1.000000000000000000e+00
6.958445619944951810e-01	6.554403879558571289e-01	9.142294900027677640e-01	1.000000000000000000e+00
6.759397000863687222e-02	4.473535664531791411e-03	7.811116952841178351e-01	1.000000000000000000e+00
4.756553503004482542e-01	1.617236937186734558e-01	9.481288546338969558e-01	1.000000000000000000e+00
2.145483325140957742e-01	2.938112835848775140e-01	1.885535518227635654e-01	0.000000000000000000e+00
8.268719038448024694e-01	7.916679312415453307e-02	7.339146632690465299e-01	0.000000000000000000e+00
2.789868460191574639e-01	6.910086888782092096e-01	2.396996465384403363e-01	0.000000000000000000e+00
7.174441306105100447e-01	9.349235843578637128e-01	6.972409742862005766e-01	1.000000000000000000e+00
8.445380316302969481e-01	8.559745567738692440e-01	2.200772545865564700e-01	1.000000000000000000e+00
6.158373518123231305e-01	6.197406620861662940e-01	6.352041247070385754e-01	1.000000000000000000e+00
5.835188309030453491e-01	2.714796849094881503e-01	4.641880526693770159e-01	0.000000000000000000e+00
7.084359434336375827e-01	8.538489595345537531e-01	8.516155173270945067e-02	1.000000000000000000e+00
7.463225866270351005e-03	6.744287920280693793e-01	8.501402790618090011e-01	0.000000000000000000e+00
3.217326580319102014e-01	7.676083021680369933e-01	6.196947844454653298e-01	0.000000000000000000e+00
2.414573458194881894e-01	5.130997866585804701e-01	9.623549833329773096e-01	1.000000000000000000e+00
4.554848976307634967e-01	3.677336847103105377e-01	4.869711343733963416e-01	0.000000000000000000e+00
2.447250780392583591e-01	6.317245167642768777e-01	5.122321252964937566e-01	1.000000000000000000e+00
1.074837368730879872e-01	7.556313324929201380e-01	6.840937183589679282e-02	0.000000000000000000e+00
8.562946133467507215e-01	6.441646497391132486e-01	9.008143482703938609e-01	0.000000000000000000e+00
9.384566888610228474e-01	3.388830829644087217e-01	1.204933798151790469e-01	0.000000000000000000e+00
3.810984342936530878e-01	3.728367074780666313e-01	1.400995195336363075e-02	0.000000000000000000e+00
6.534914841757382131e-01	4.296473663282383004e-01	4.123589014374845485e-01	1.000000000000000000e+00
8.796565031803216250e-02	8.653999211004081982e-01	5.974601939982220333e-01	0.000000000000000000e+00
1.385108391180155385e-01	7.384811721054354017e-01	2.031121848909054339e-01	0.000000000000000000e+00
2.978119142363896410e-01	4.077465080508506645e-01	3.936636949224032733e-01	1.000000000000000000e+00
9.352370427233270833e-01	1.653507307880909272e-01	9.481362521121393661e-01	0.000000000000000000e+00
8.204066104880525234e-02	1.603296905380944271e-01	9.658171177254888384e-01	0.000000000000000000e+00
5.417713314953721548e-01	9.021512829281708168e-01	8.574777650953324670e-02	1.000000000000000000e+00
1.953223038079504592e-01	6.004050510993729217e-01	3.330471713514350229e-01	1.000000000000000000e+00
7.363138136415766644e-01	9.519993062238485404e-02	5.717485650291239674e-01	1.000000000000000000e+00
4.893200241292023911e-01	5.386893208439318403e-01	2.679246828995484053e-01	1.000000000000000000e+00
4.505547531350233559e-01	6.818051276628112056e-02	7.720475708692127181e-01	0.000000000000000000e+00
9.619628241337090380e-01	1.820966995306667613e-01	8.204520496384918316e-01	0.000000000000000000e+00
9.256097494330106645e-02	5.100699764087207599e-01	8.586378246118016033e-01	0.000000000000000000e+00
8.901001422753738179e-01	1.273351390607666556e-01	3.915669515390696187e-02	0.000000000000000000e+00
5.394277674008829404e-01	7.323413202584372339e-01	7.183032362380137315e-01	1.000000000000000000e+00
7.948781122680255162e-01	1.935848561387919498e-01	1.701789874906805000e-01	0.000000000000000000e+00
7.933181614716087182e-01	7.770495680097688762e-01	2.891352136037999010e-01	0.000000000000000000e+00
2.264231175037795252e-01	8.260384834746353766e-01	8.660227345359058360e-01	0.000000000000000000e+00
5.725979793418674024e-01	3.941623100494239251e-01	4.341507798278106955e-01	1.000000000000000000e+00
8.322446981595676974e-04	9.917989457087119654e-01	5.448178372548662107e-01	0.000000000000000000e+00
8.498783947291527197e-01	7.646460074378121918e-01	5.609404450003452336e-02	0.000000000000000000e+00
4.121455291981562796e-01	7.609478977645545150e-02	3.841895742235779121e-02	1.000000000000000000e+00
7.929319070349506449e-01	3.207395339885497076e-01	4.695990646407245395e-01	0.000000000000000000e+00
6.578087709572140174e-01	6.424772441223080000e-01	1.767294569713029340e-02	1.000000000000000000e+00
3.573084880033987609e-01	9.066258922566335920e-01	8.063124782665775925e-01	1.000000000000000000e+00
3.146195225610243229e-01	8.480990906141249175e-01	8.199431891822946961e-01	0.000000000000000000e+00
4.277796034482007625e-01	1.972758992056502514e-01	5.192116293202412303e-01	0.000000000000000000e+00
2.959085025313757944e-01	6.539325280794060502e-01	6.336748583014419900e-01	1.000000000000000000e+00
8.754431056699032432e-01	7.275557549624195319e-01	5.045700611807903968e-01	1.000000000000000000e+00
4.925291859470973810e-01	8.980947033964632453e-01	9.993144342208746256e-01	1.000000000000000000e+00
5.900440651064045028e-01	1.597036217820229087e-01	1.652431109447776159e-01	0.000000000000000000e+00
3.519695906559141552e-01	9.579861900161733557e-01	4.194045406366156969e-01	0.000000000000000000e+00
6.880720270777884728e-02	9.193717682640302202e-01	8.556056881045950302e-01	1.000000000000000000e+00
3.272180937290759539e-01	8.863879633164605254e-01	8.723308682502586286e-01	0.000000000000000000e+00
3.899168336985567862e-01	7.005225435291445590e-01	5.881505419049193328e-03	0.000000000000000000e+00
9.982754491253926776e-01	1.784871494077011622e-02	5.995008122005053286e-01	0.000000000000000000e+00
5.026060446885560751e-01	9.089183355751669913e-01	6.531356305512499016e-01	0.000000000000000000e+00
3.525365855585056440e-01	5.722601720631684818e-01	3.688043020309035303e-01	0.000000000000000000e+00
5.174545133768717609e-01	2.566383967406160593e-04	8.655401944214013987e-02	0.000000000000000000e+00
5.923950107438021861e-01	7.604669442815099600e-01	5.707875682441864162e-01	0.000000000000000000e+00
3.285360201363919375e-01	6.377277623207689983e-01	9.990184176840637420e-01	1.000000000000000000e+00
8.705595200065097128e-01	3.341926504494420191e-01	8.029190751266592763e-01	0.000000000000000000e+00
5.212104309349547826e-01	1.508306688802084627e-01	4.581005134352844621e-02	0.000000000000000000e+00
6.373578595380278156e-01	9.834379802590378361e-01	5.503034683723354581e-01	0.000000000000000000e+00
6.583666847556158830e-01	1.384451103594986909e-01	6.433682908000698530e-01	0.000000000000000000e+00
6.318971907744674876e-02	7.141043979412767806e-01	4.890069080784695821e-01	1.000000000000000000e+00
6.304884007987907601e-01	5.008528107724392608e-01	8.895971653896601605e-01	1.000000000000000000e+00
1.310123730736114656e-01	6.962930639346935902e-01	7.640154623190924532e-01	1.000000000000000000e+00
9.006385694691669830e-01	4.144905929127246091e-01	1.762710553020696569e-01	0.000000000000000000e+00
6.500036968083893196e-01	1.306622689141393456e-01	2.661008350238093234e-01	1.000000000000000000e+00
9.010623283957831520e-01	6.486452417041037588e-01	2.374073192248808972e-01	0.000000000000000000e+00
9.115932905350037085e-01	4.219600729849095622e-01	9.206811769296121550e-01	1.000000000000000000e+00
2.849191304525798829e-01	8.049389792156180778e-02	9.138992490207700214e-01	1.000000000000000000e+00
5.640477014980816994e-01	2.025673168617043718e-01	2.574787039941528466e-01	1.000000000000000000e+00
8.732740984379644411e-01	2.353908505580667443e-01	1.484002949279816796e-02	1.000000000000000000e+00
6.775614495591846254e-01	1.066684322927596851e-01	1.913577275966643620e-01	0.000000000000000000e+00
9.734872734922587201e-01	8.212831763187988798e-04	7.025061014690052730e-01	0.000000000000000000e+00
7.433252565606112139e-01	3.616778303195036237e-01	2.162758580141376230e-01	1.000000000000000000e+00
1.309697551673835170e-01	5.095267705414697756e-01	3.618890274192153589e-01	0.000000000000000000e+00
